Version;Order_ID;Date;Store;Store_ID;Longitude;Latitude;City_ID;City;Product_ID;Price;Quantity_Sold;Original_Sales_Price;Discount_Percent;Discount;Sales_Revenue;Gross_Margin
Actuals;14494;30-8-2012;Ahoy Place (AP 2);ST163;-116,495559;43,63173984;CT386;NAMPA;PDS56;4,41;413;1822,00;0,41;752,51;1069,49;96,25
Actuals;826;9-5-2012;Ahoy Place (AP 2);ST163;-116,495559;43,63173984;CT386;NAMPA;PDS72;3,70;236;872,27;0,24;205,86;666,42;153,28
Actuals;3231;18-11-2014;Ahoy Place (AP 11);ST768;-89,2249204;42,89739505;CT565;STOUGHTON;PDS54;3,00;290;869,64;0,29;252,19;617,44;314,90
Actuals;3314;11-11-2014;Ahoy Place (AP 11);ST768;-89,2249204;42,89739505;CT565;STOUGHTON;PDS75;2,86;62;177,06;0,06;10,92;166,14;29,90
Actuals;18955;29-6-2014;Ahoy Place (AP 11);ST768;-89,2249204;42,89739505;CT565;STOUGHTON;PDS75;3,09;300;926,61;0,30;277,80;648,81;253,04
Actuals;21896;30-11-2013;Ahoy Place (AP 11);ST768;-89,2249204;42,89739505;CT565;STOUGHTON;PDS54;3,69;70;258,34;0,07;18,08;240,26;110,52
Actuals;8586;11-11-2013;Ahoy Place (AP 11);ST768;-89,2249204;42,89739505;CT565;STOUGHTON;PDS75;3,17;160;506,47;0,16;81,03;425,43;131,88
Actuals;9913;31-7-2013;Ahoy Place (AP 11);ST768;-89,2249204;42,89739505;CT565;STOUGHTON;PDS75;3,17;132;417,84;0,13;55,03;362,81;76,19
Actuals;614;3-6-2012;Ahoy Place (AP 11);ST768;-89,2249204;42,89739505;CT565;STOUGHTON;PDS75;2,30;30;69,12;0,03;2,07;67,04;24,14
Actuals;16879;11-11-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS62;2,86;1;2,86;0,06;0,18;2,68;0,48
Actuals;17224;18-10-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;2,66;5;13,28;0,02;0,27;13,02;6,38
Actuals;17505;30-9-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;2,60;2;5,20;0,15;0,78;4,42;2,39
Actuals;4018;26-9-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS51;3,11;3;9,33;0,33;3,08;6,25;2,06
Actuals;17739;15-9-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;5,56;2;11,12;0,15;1,67;9,45;3,87
Actuals;4286;6-9-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;2,70;5;13,48;0,46;6,23;7,26;2,25
Actuals;4289;6-9-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;2,19;3;6,58;0,34;2,24;4,34;1,48
Actuals;4380;2-9-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;3,47;4;13,87;0,37;5,10;8,76;1,67
Actuals;18101;22-8-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;5,56;1;5,56;0,08;0,44;5,11;2,30
Actuals;4595;16-8-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;3,00;2;6,00;0,17;1,02;4,98;2,64
Actuals;18475;27-7-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;2,83;1;2,83;0,05;0,14;2,69;0,91
Actuals;18559;22-7-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;3,11;2;6,22;0,21;1,31;4,91;1,77
Actuals;5240;6-7-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS73;3,42;1;3,42;0,09;0,31;3,11;0,93
Actuals;19055;20-6-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;3,95;1;3,95;0,08;0,32;3,63;1,09
Actuals;5557;14-6-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;4,11;1;4,11;0,09;0,35;3,76;1,05
Actuals;19225;6-6-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS62;2,19;4;8,77;0,39;3,39;5,38;1,08
Actuals;5733;1-6-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;3,00;3;9,00;0,25;2,25;6,75;2,90
Actuals;19320;31-5-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS51;2,19;4;8,77;0,37;3,21;5,56;1,39
Actuals;19593;1-5-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;3,26;4;13,06;0,39;5,13;7,93;2,30
Actuals;19761;20-4-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS51;3,52;1;3,52;0,10;0,33;3,18;0,38
Actuals;20180;22-3-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS73;3,26;1;3,26;0,14;0,46;2,81;0,84
Actuals;20413;8-3-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;3,98;4;15,94;0,36;5,74;10,20;1,73
Actuals;20766;14-2-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;2,82;5;14,09;0,04;0,56;13,53;5,41
Actuals;20915;2-2-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;3,17;1;3,17;0,11;0,35;2,82;0,93
Actuals;20969;31-1-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;3,26;3;9,79;0,27;2,66;7,13;1,71
Actuals;20961;31-1-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;2,59;3;7,78;0,26;2,02;5,76;2,48
Actuals;21199;15-1-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS51;2,96;3;8,87;0,29;2,57;6,30;2,46
Actuals;21317;7-1-2014;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;3,59;3;10,78;0,30;3,23;7,55;2,34
Actuals;21634;18-12-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;2,78;3;8,34;0,25;2,09;6,25;2,19
Actuals;21855;2-12-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS73;2,83;5;14,14;0,02;0,28;13,85;4,57
Actuals;8307;1-12-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS73;3,48;1;3,48;0,10;0,36;3,12;0,62
Actuals;21872;1-12-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS62;3,48;1;3,48;0,10;0,36;3,12;0,62
Actuals;21992;24-11-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;2,65;2;5,29;0,21;1,11;4,18;1,88
Actuals;8517;16-11-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;3,83;2;7,66;0,23;1,76;5,90;1,59
Actuals;22130;13-11-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;3,25;3;9,76;0,35;3,37;6,39;1,15
Actuals;22175;9-11-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS88;2,66;5;13,28;0,05;0,61;12,67;4,94
Actuals;22434;21-10-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;3,95;1;3,95;0,12;0,47;3,47;1,25
Actuals;9083;5-10-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS73;2,82;5;14,09;0,03;0,42;13,67;5,47
Actuals;22909;15-9-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;3,69;1;3,69;0,13;0,48;3,21;1,35
Actuals;9354;14-9-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS88;4,01;2;8,02;0,23;1,84;6,18;1,17
Actuals;22943;12-9-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS62;4,02;3;12,07;0,31;3,71;8,36;3,01
Actuals;23036;5-9-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS73;2,96;3;8,87;0,25;2,22;6,66;2,46
Actuals;23070;1-9-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS51;2,82;1;2,82;0,05;0,14;2,68;1,20
Actuals;9935;31-7-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;3,59;3;10,76;0,31;3,34;7,42;2,15
Actuals;9941;30-7-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;4,13;2;8,26;0,24;1,98;6,28;1,44
Actuals;23786;9-7-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;3,10;1;3,10;0,10;0,31;2,79;0,92
Actuals;23877;2-7-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;2,82;1;2,82;0,07;0,20;2,62;1,13
Actuals;23930;28-6-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;2,96;3;8,87;0,30;2,66;6,21;1,99
Actuals;10436;17-6-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;3,52;1;3,52;0,08;0,26;3,25;0,65
Actuals;24523;3-4-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS62;2,66;1;2,66;0,11;0,29;2,36;1,21
Actuals;11044;23-3-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS88;3,59;2;7,19;0,20;1,44;5,75;1,26
Actuals;24635;19-3-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS73;3,65;3;10,96;0,32;3,51;7,46;2,46
Actuals;24670;12-3-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS62;3,59;4;14,37;0,38;5,46;8,91;2,67
Actuals;11198;28-2-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;3,83;3;11,49;0,30;3,45;8,04;2,33
Actuals;24786;27-2-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS62;5,56;1;5,56;0,09;0,50;5,06;2,23
Actuals;24875;12-2-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;3,26;2;6,53;0,22;1,45;5,08;1,32
Actuals;11420;24-1-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;3,65;2;7,31;0,24;1,75;5,56;1,67
Actuals;11448;19-1-2013;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;3,26;2;6,53;0,19;1,25;5,28;1,53
Actuals;11612;30-12-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;3,73;3;11,18;0,29;3,27;7,92;1,66
Actuals;11823;13-12-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;2,59;3;7,78;0,25;1,94;5,83;2,57
Actuals;25509;1-12-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;2,51;1;2,51;0,06;0,16;2,35;0,35
Actuals;12202;10-11-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;3,95;1;3,95;0,11;0,43;3,51;1,09
Actuals;25973;26-10-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;3,17;5;15,83;0,04;0,63;15,19;3,80
Actuals;12518;18-10-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;3,84;4;15,36;0,35;5,39;9,97;1,30
Actuals;26313;1-10-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;4,11;1;4,11;0,14;0,56;3,55;0,78
Actuals;13046;8-9-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS89;3,00;2;6,00;0,24;1,44;4,56;2,14
Actuals;26829;22-8-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS75;2,78;3;8,34;0,26;2,20;6,14;2,64
Actuals;105;19-7-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS88;3,48;1;3,48;0,08;0,29;3,19;0,67
Actuals;27253;17-7-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS54;2,37;1;2,37;0,09;0,20;2,17;0,46
Actuals;27369;6-7-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;3,17;1;3,17;0,10;0,32;2,85;0,83
Actuals;27469;30-6-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;2,82;5;14,09;0,04;0,56;13,53;5,95
Actuals;408;24-6-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;4,01;2;8,02;0,20;1,60;6,42;0,96
Actuals;14140;7-6-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS51;2,95;4;11,78;0,35;4,12;7,66;2,76
Actuals;14203;1-6-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;4,11;1;4,11;0,07;0,27;3,84;1,04
Actuals;641;31-5-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS51;2,19;3;6,58;0,27;1,78;4,80;1,20
Actuals;791;13-5-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS56;2,96;1;2,96;0,14;0,41;2,54;0,87
Actuals;14417;7-5-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;2,51;1;2,51;0,10;0,26;2,25;0,41
Actuals;1282;30-3-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;3,17;2;6,33;0,16;1,02;5,31;0,85
Actuals;1316;27-3-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS64;3,26;2;6,53;0,17;1,12;5,41;1,35
Actuals;1421;20-3-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS77;3,45;3;10,34;0,30;3,10;7,24;2,68
Actuals;15003;19-3-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS88;4,01;3;12,03;0,30;3,61;8,42;1,94
Actuals;15059;15-3-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS72;3,11;2;6,22;0,20;1,24;4,97;1,44
Actuals;15329;28-2-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS88;2,82;5;14,09;0,02;0,28;13,81;6,35
Actuals;2111;31-1-2012;Ahoy Place (AP 13);ST794;-88,300544;42,54287765;CT81;BURLINGTON;PDS88;3,95;1;3,95;0,10;0,39;3,55;1,21
Actuals;6551;26-3-2014;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS75;2,82;68;191,65;0,07;13,03;178,62;73,23
Actuals;6760;13-3-2014;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS72;2,82;70;197,29;0,07;13,81;183,48;75,23
Actuals;1964;14-10-2012;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS75;3,59;320;1149,90;0,32;367,97;781,93;211,12
Actuals;13542;31-7-2012;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS75;3,45;310;1068,98;0,31;331,38;737,60;280,29
Actuals;752;19-5-2012;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS54;3,04;366;1114,38;0,37;407,86;706,51;183,69
Actuals;14588;22-4-2012;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS54;2,30;50;115,20;0,05;5,76;109,44;38,30
Actuals;14718;8-4-2012;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS75;3,02;128;386,23;0,13;49,36;336,87;80,85
Actuals;14774;2-4-2012;Ahoy Place (AP 1);ST1082;-71,013837;42,37873313;CT481;QUINCY;PDS56;3,11;280;870,58;0,28;243,76;626,82;219,39
Actuals;2932;7-12-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS88;3,59;3;10,77;0,25;2,69;8,07;2,42
Actuals;3003;1-12-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS77;3,59;3;10,78;0,30;3,23;7,55;2,41
Actuals;16630;30-11-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS88;3,17;1;3,17;0,13;0,42;2,75;0,60
Actuals;16704;26-11-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS88;3,26;2;6,53;0,22;1,45;5,08;1,27
Actuals;3186;22-11-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS62;3,48;1;3,48;0,10;0,36;3,12;0,50
Actuals;3228;19-11-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS89;3,09;3;9,27;0,26;2,41;6,86;2,33
Actuals;3882;1-10-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS88;3,20;3;9,61;0,30;2,92;6,69;1,34
Actuals;3922;30-9-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS64;3,26;2;6,53;0,23;1,50;5,03;1,66
Actuals;4045;24-9-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS62;2,59;2;5,19;0,18;0,93;4,25;1,96
Actuals;4408;31-8-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS72;2,60;2;5,20;0,19;0,99;4,21;1,98
Actuals;4457;29-8-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS62;2,96;2;5,92;0,16;0,95;4,97;1,74
Actuals;18128;20-8-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS88;2,30;1;2,30;0,05;0,12;2,19;0,81
Actuals;18441;30-7-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS75;2,30;1;2,30;0,10;0,23;2,07;0,79
Actuals;5352;30-6-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS51;3,08;2;6,16;0,17;1,02;5,15;0,57
Actuals;19260;4-6-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS56;3,47;3;10,40;0,33;3,41;6,99;1,61
Actuals;19416;21-5-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS89;3,73;3;11,18;0,26;2,93;8,25;1,49
Actuals;19512;10-5-2014;Ahoy Place (AP 12);ST788;-87,9143963;42,06569571;CT266;ITASCA;PDS72;2,82;1;2,82;0,06;0,16;2,65;1,01
